Node_name	k	Bias	EF	UF	CF	EUF	ECF	UCF	EUCF	NCF	RoF	PMID	BF_as_integer	Chain	Chain_1	Chain_U
SOS	1	1	True	True	True	True	True	True	True	True	True	30875364	1	True	True	True
Trail	2	2	False	True	True	False	False	True	False	False	False	30875364	3	False	False	False
HTR	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
PLCb	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
cAMP	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
DAG	3	3	True	True	True	True	True	True	True	True	True	21639591	7	False	False	False
PLCg	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
IP3	3	3	True	True	True	True	True	True	True	True	True	21639591	7	False	False	False
HOMER	1	1	True	True	True	True	True	True	True	True	True	21639591	2	True	True	True
Ca2ER_High	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
CAM	3	7	True	True	True	True	True	True	True	True	True	21639591	127	False	True	True
SERCA	3	7	True	True	True	True	True	True	True	True	True	21639591	127	False	True	True
ATPcyt	1	1	True	True	True	True	True	True	True	True	True	21639591	2	True	True	True
CamKII	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
IP3R_Low	9	15	True	True	True	True	True	True	True	True	True	21639591	10636582416076027197752695251758254080	False	False	False
IP3R_High	8	1	True	True	True	True	True	True	True	True	True	21639591	128	False	False	False
DANGER	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
Gb3	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
IRBIT	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
Ca2	1	1	True	True	True	True	True	True	True	True	True	21639591	1	True	True	True
TGFB	2	1	True	True	True	True	True	True	True	True	True	31529614	8	False	True	True
ESRP1	1	1	True	True	True	True	True	True	True	True	True	31529614	2	True	True	True
miR190	1	1	True	True	True	True	True	True	True	True	True	31529614	2	True	True	True
CD24	1	1	True	True	True	True	True	True	True	True	True	31529614	1	True	True	True
GRHL2	1	1	True	True	True	True	True	True	True	True	True	31529614	2	True	True	True
miR200	2	1	True	True	True	True	True	True	True	True	True	31529614	8	False	True	True
miR1199	1	1	True	True	True	True	True	True	True	True	True	31529614	2	True	True	True
miR340	1	1	True	True	True	True	True	True	True	True	True	31529614	2	True	True	True
miR34	2	1	True	True	True	True	True	True	True	True	True	31529614	8	False	True	True
SNAIL1	4	5	True	True	True	True	True	True	True	True	True	31529614	10786	False	True	True
ZEB1	8	5	True	True	True	True	True	True	True	True	True	31529614	28948022316069035524249681635781527154029528379274107344062340248112143007744	False	False	False
HAS2	1	1	True	True	True	True	True	True	True	True	True	31529614	1	True	True	True
CD44s	1	1	True	True	True	True	True	True	True	True	True	31529614	2	True	True	True
HA	1	1	True	True	True	True	True	True	True	True	True	31529614	1	True	True	True
hrpRS	3	5	True	True	True	True	True	True	True	True	True	20169167	93	False	True	True
rpoN	1	1	True	True	True	True	True	True	True	True	True	20169167	1	True	True	True
hrpV	3	1	True	True	True	True	True	True	True	True	True	20169167	2	True	False	True
hrpL	2	1	True	True	True	True	True	True	True	True	True	20169167	1	True	False	True
hrpG	1	1	True	True	True	True	True	True	True	True	True	20169167	1	True	True	True
hrpA	1	1	True	True	True	True	True	True	True	True	True	20169167	1	True	True	True
TCR	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
CD28	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
IFNGR	4	3	True	True	True	True	True	True	True	True	True	25674559	21	False	False	False
IL36R	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL1R	4	3	True	True	True	True	True	True	True	True	True	25674559	261	False	False	False
IL1R1	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
IL4R	4	3	True	True	True	True	True	True	True	True	True	25674559	7	False	False	False
IL6R	4	3	True	True	True	True	True	True	True	True	True	25674559	259	False	False	False
IL10R	4	3	True	True	True	True	True	True	True	True	True	25674559	261	False	False	False
IL12R	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL15R	4	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL21R	4	3	True	True	True	True	True	True	True	True	True	25674559	259	False	False	False
IL23R	5	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL27R	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IFNAR	4	3	True	True	True	True	True	True	True	True	True	25674559	273	False	False	False
TGFBR	2	3	True	True	True	True	True	True	True	True	True	25674559	7	False	True	True
IL12RB2	1	1	True	True	True	True	True	True	True	True	True	25674559	2	True	True	True
IL29R	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL18R	4	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
ST2	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
IL25R	3	3	True	True	True	True	True	True	True	True	True	25674559	19	False	False	False
IL33R	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IKB	1	1	True	True	True	True	True	True	True	True	True	25674559	2	True	True	True
NFKB	2	1	True	True	True	True	True	True	True	True	True	25674559	8	False	True	True
NFAT	2	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
TBET	5	7	True	True	True	True	True	True	True	True	True	25674559	143165576	False	True	True
GATA3	7	11	True	True	True	True	True	True	True	True	True	25674559	150119686798814451247350485702370394112	False	True	True
RORGT	4	1	True	True	True	True	True	True	True	True	True	25674559	32	False	False	False
STAT1	3	7	True	True	True	True	True	True	True	True	True	25674559	127	False	True	True
STAT3	6	62	False	True	True	False	False	True	False	False	False	25674559	9187343239835811839	False	False	False
STAT4	2	1	True	True	True	True	True	True	True	True	True	25674559	2	True	True	True
STAT6	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
cMAF	2	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
PU1	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
SMAD3	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
IRF1	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
RUNX3	1	1	True	True	True	True	True	True	True	True	True	25674559	1	True	True	True
IFNG	7	13	True	True	True	True	True	True	True	True	True	25674559	91879764243261419208573132	False	False	False
IL22	5	3	True	True	True	True	True	True	True	True	True	25674559	131082	False	False	False
IL9	7	21	True	True	True	True	True	True	True	False	True	25674559	315611487122873264169619797	False	False	False
IL10	9	31	True	True	True	True	True	True	True	True	True	25674559	1067960925882149337279556943354960476249522748413754808889143295684379279790458016041851401797632	False	False	False
IL3	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL21	5	7	True	True	True	True	True	True	True	True	True	25674559	127	False	False	False
IL5	6	7	True	True	True	True	True	True	True	True	True	25674559	481036337392	False	False	False
IL13	6	7	True	True	True	True	True	True	True	True	True	25674559	481036337392	False	False	False
IL6	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
TGFB	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL35	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL25	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL31	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
IL24	3	1	True	True	True	True	True	True	True	True	True	25674559	1	True	False	True
TCRp	5	6	True	True	True	True	True	True	True	False	False	30992399	352387329	False	False	False
CD28p	3	3	True	True	True	True	True	True	True	True	True	30992399	7	False	False	False
CD6p	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
LCKr	3	6	False	True	True	False	False	True	False	False	False	30992399	119	False	False	False
LCK	6	8	False	True	True	False	False	True	False	False	False	30992399	365072220245	False	False	False
FYN	3	1	True	True	True	True	True	True	True	True	True	30992399	16	True	False	True
FOS	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
JUN	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
ERK	3	6	False	True	True	False	False	True	False	False	False	30992399	95	False	False	False
JNK	3	4	True	True	False	True	True	True	True	False	False	30992399	113	False	False	False
P38a	4	13	True	True	True	True	True	True	True	True	True	30992399	24063	False	True	True
NFKB	6	14	False	True	True	False	False	True	False	False	False	30992399	3074269696349569024	False	False	False
AP1	3	2	False	True	True	False	False	True	False	False	False	30992399	5	False	False	False
NFAT	3	2	False	True	True	False	False	True	False	False	False	30992399	10	False	False	False
CREB1	4	7	True	True	True	True	True	True	True	True	True	30992399	10922	False	True	True
CTNNB1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
SRF	3	7	True	True	True	True	True	True	True	True	True	30992399	127	False	True	True
ActinRem	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PICytokines	3	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
AICytokines	3	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
CellCycleProg	7	1	True	True	True	True	True	True	True	True	True	30992399	68719476736	False	False	False
Survival	6	1	True	True	True	True	True	True	True	True	True	30992399	65536	True	False	True
Anergy	2	1	True	True	True	True	True	True	True	True	True	30992399	4	True	True	True
ABL1	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
ZAP70	7	56	False	True	True	False	False	True	False	False	False	30992399	28023253746430226407495915203076642133	False	False	False
LAT	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
LCP2	6	15	True	True	True	True	True	True	True	False	True	30992399	75642964035023	False	False	False
CSK	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
DAG	2	2	False	True	True	False	False	True	False	False	False	30992399	5	False	False	False
DGKZ	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MAP4K3	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
PKCtheta	6	15	True	True	True	True	True	True	True	True	True	30992399	8323327	False	False	False
GAB2	4	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
GRAP2	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
VAV1	5	4	False	True	True	False	False	True	False	False	False	30992399	15	False	False	False
VAV2	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
GRB2	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
SOS	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
GSK3b	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
MAP4K1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
NFKBIA	2	2	False	True	True	False	False	True	False	False	False	30992399	10	False	False	False
IKBKB	5	8	True	True	True	True	True	True	True	False	False	30992399	7340273	False	False	False
IKBKG	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
IP3	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
ITK	4	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
MAP2K1	4	15	True	True	True	True	True	True	True	True	True	30992399	32767	False	True	True
MAP3K1	3	7	True	True	True	True	True	True	True	True	True	30992399	127	False	True	True
MAP2K4	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
MAP3K11	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
PDPK1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PIK3R1	3	2	False	True	True	False	False	True	False	False	False	30992399	3	False	False	False
PIP3	3	1	True	True	True	True	True	True	True	True	True	30992399	8	False	True	True
Akt	3	3	True	True	True	True	True	True	True	True	True	30992399	7	False	False	False
PLCg	5	7	True	True	True	True	True	True	True	True	True	30992399	1807	False	False	False
Cyc1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
Foxo1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
CDKN1B	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
CDKN1A	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
Bclxl	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
RHEBL1	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
CBLB	2	1	True	True	True	True	True	True	True	True	True	30992399	8	False	True	True
CCBLp	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
CDC42	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PTEN	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
INPP5D	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
PTPN6	3	3	True	True	True	True	True	True	True	True	True	30992399	112	False	True	True
PTPN11	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TNFAIP3	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
DUSP	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PAG1	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
PPP3C	4	1	True	True	True	True	True	True	True	True	True	30992399	128	False	True	True
CALM1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
Camk2	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
Camk4	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
CARD11a	3	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
CARD11	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
BAD	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
Ca	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
Cabin1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
RAC1p1	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
RAC1p2	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
RAF1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
HRAS	3	4	True	True	False	True	True	True	True	False	False	30992399	113	False	False	False
RASGRP1	3	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
TXK	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
RPS6KA1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
SH3BP2	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
WAVE	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
PI3K	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
NFKB1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
WAS	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
HCLS1	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
ARP	3	3	True	True	True	True	True	True	True	True	True	30992399	7	False	False	False
mTOR	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MAP3K8	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MyD88	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TICAM1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PIK3AP1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
IRAK4	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
IRAK1	3	3	True	True	True	True	True	True	True	True	True	30992399	19	False	False	False
PI3K	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TRAF6	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PDPK1	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
Akt	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TAK1	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
TAB	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TAK1c	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
IKBKB	3	2	False	True	True	False	False	True	False	False	False	30992399	5	False	False	False
NFKBIA	3	6	False	True	True	False	False	True	False	False	False	30992399	238	False	False	False
MAP2K2	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MAP2K3	2	2	False	True	True	False	False	True	False	False	False	30992399	5	False	False	False
MAP2K7	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MAP3K8	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
NFKB1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
RPS6KA2	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
MKNK1	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
GSK3b	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
RPS6KA5	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
JNK	2	2	False	True	True	False	False	True	False	False	False	30992399	3	False	False	False
P38a	2	2	False	True	True	False	False	True	False	False	False	30992399	5	False	False	False
ERK	2	2	False	True	True	False	False	True	False	False	False	30992399	3	False	False	False
MAPKAPK2	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
JUN	2	1	True	True	True	True	True	True	True	True	True	30992399	4	True	True	True
FOS	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
NFKB	4	2	False	True	True	False	False	True	False	False	False	30992399	4352	False	False	False
AP1	3	2	False	True	True	False	False	True	False	False	False	30992399	5	False	False	False
CREB1	3	3	True	True	True	True	True	True	True	True	True	30992399	112	False	True	True
DUSP	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
TNFAIP3	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
ZFP36	3	1	True	True	True	True	True	True	True	True	True	30992399	8	False	True	True
PICytokines	4	2	False	True	True	False	False	True	False	False	False	30992399	514	False	False	False
Survival	3	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
AICytokines	3	1	True	True	True	True	True	True	True	True	True	30992399	2	True	False	True
PIK3R1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
IKBKG	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
MyD88	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TICAM1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TRAF6	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TCRp	5	6	True	True	True	True	True	True	True	False	False	30992399	19717	False	False	False
CD28p	3	3	True	True	True	True	True	True	True	True	True	30992399	7	False	False	False
CD6p	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
LCKr	3	6	False	True	True	False	False	True	False	False	False	30992399	119	False	False	False
LCK	6	8	False	True	True	False	False	True	False	False	False	30992399	64424509455	False	False	False
FYN	3	1	True	True	True	True	True	True	True	True	True	30992399	2	True	False	True
ABL1	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
ZAP70	7	56	False	True	True	False	False	True	False	False	False	30992399	36973787248647074607508488191	False	False	False
LAT	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
LCP2	6	15	True	True	True	True	True	True	True	False	True	30992399	11042360961723	False	False	False
PI3K	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PIK3AP1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
IRAK4	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
IRAK1	3	3	True	True	True	True	True	True	True	True	True	30992399	19	False	False	False
CSK	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
DAG	2	2	False	True	True	False	False	True	False	False	False	30992399	5	False	False	False
DGKZ	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MAP4K3	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
PKCtheta	6	15	True	True	True	True	True	True	True	True	True	30992399	5348243604176947	False	False	False
GAB2	4	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
GRAP2	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
VAV1	5	4	False	True	True	False	False	True	False	False	False	30992399	771	False	False	False
VAV2	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
GRB2	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
SOS	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
GSK3b	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
MAP4K1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
IKBKG	3	5	True	True	True	True	True	True	True	True	True	30992399	55	False	False	False
NFKBIA	2	2	False	True	True	False	False	True	False	False	False	30992399	12	False	False	False
IKBKB	6	26	True	True	True	True	True	True	True	False	False	30992399	31807733241413887	False	False	False
JNK	4	11	True	True	False	True	True	True	True	False	False	30992399	29175	False	False	False
ERK	4	14	False	True	True	False	False	True	False	False	False	30992399	32639	False	False	False
P38a	6	52	False	True	True	False	False	True	False	False	False	30992399	6872493028672495455	False	False	False
IP3	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
ITK	4	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
MAP2K1	4	15	True	True	True	True	True	True	True	True	True	30992399	32767	False	True	True
MAP3K1	3	7	True	True	True	True	True	True	True	True	True	30992399	127	False	True	True
MAP2K4	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
MAP3K11	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
PDPK1	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
PIK3R1	4	9	True	True	False	True	True	True	True	False	False	30992399	14103	False	False	False
PIP3	3	1	True	True	True	True	True	True	True	True	True	30992399	32	False	True	True
Akt	3	3	True	True	True	True	True	True	True	True	True	30992399	21	False	False	False
PLCg	5	7	True	True	True	True	True	True	True	True	True	30992399	4915	False	False	False
Foxo1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
CDKN1B	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
CDKN1A	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
Bclxl	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
RHEBL1	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
CBLB	2	1	True	True	True	True	True	True	True	True	True	30992399	8	False	True	True
CCBLp	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
CDC42	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PTEN	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
INPP5D	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
PTPN6	3	3	True	True	True	True	True	True	True	True	True	30992399	42	False	True	True
PTPN11	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TNFAIP3	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
DUSP	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
PAG1	2	1	True	True	True	True	True	True	True	True	True	30992399	4	True	True	True
PPP3C	4	1	True	True	True	True	True	True	True	True	True	30992399	8192	False	True	True
CALM1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
Camk2	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
Camk4	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
CARD11a	3	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
CARD11	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
BAD	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
Ca	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
Cabin1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
RAC1p1	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
RAC1p2	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
RAF1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
HRAS	3	4	True	True	False	True	True	True	True	False	False	30992399	113	False	False	False
RASGRP1	3	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
TXK	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
RPS6KA1	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
SH3BP2	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
WAVE	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
WAS	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
HCLS1	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
ARP	3	3	True	True	True	True	True	True	True	True	True	30992399	21	False	False	False
mTOR	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MAP3K8	3	4	True	True	False	True	True	True	True	False	False	30992399	43	False	False	False
NFKB1	2	1	True	True	True	True	True	True	True	True	True	30992399	8	False	True	True
TAK1	2	1	True	True	True	True	True	True	True	True	True	30992399	1	True	False	True
TAB	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
TAK1c	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MAP2K2	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
MAP2K3	2	2	False	True	True	False	False	True	False	False	False	30992399	5	False	False	False
MAP2K7	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
RPS6KA2	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
MKNK1	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
RPS6KA5	2	3	True	True	True	True	True	True	True	True	True	30992399	7	False	True	True
MAPKAPK2	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
ZFP36	3	1	True	True	True	True	True	True	True	True	True	30992399	8	False	True	True
Cyc1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
FOS	3	3	True	True	True	True	True	True	True	True	True	30992399	19	False	False	False
JUN	2	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
NFkB	6	14	False	True	True	False	False	True	False	False	False	30992399	614750731635296392	False	False	False
AP1	3	2	False	True	True	False	False	True	False	False	False	30992399	17	False	False	False
NFAT	3	2	False	True	True	False	False	True	False	False	False	30992399	48	False	False	False
CREB1	6	31	True	True	True	True	True	True	True	True	True	30992399	8138269444283625712	False	True	True
CTNNB1	1	1	True	True	True	True	True	True	True	True	True	30992399	2	True	True	True
SRF	3	7	True	True	True	True	True	True	True	True	True	30992399	127	False	True	True
ActinRem	1	1	True	True	True	True	True	True	True	True	True	30992399	1	True	True	True
PICytokines	5	2	False	True	True	False	False	True	False	False	False	30992399	262148	False	False	False
AICytokines	4	1	True	True	True	True	True	True	True	True	True	30992399	4	True	False	True
CellCycleProg	7	1	True	True	True	True	True	True	True	True	True	30992399	512	False	False	False
Survival	6	1	True	True	True	True	True	True	True	True	True	30992399	16	True	False	True
Anergy	2	1	True	True	True	True	True	True	True	True	True	30992399	4	True	True	True
LCK	3	3	True	True	True	True	True	True	True	True	True	31841528	11	True	False	True
FYN	1	1	True	True	True	True	True	True	True	True	True	31841528	1	True	True	True
SLP76	2	1	True	True	True	True	True	True	True	True	True	31841528	1	True	False	True
ITK	6	31	True	True	True	True	True	True	True	True	True	31841528	1383505805528216371	False	False	False
VAV1	2	1	True	True	True	True	True	True	True	True	True	31841528	1	True	False	True
RASGRP	2	1	True	True	True	True	True	True	True	True	True	31841528	1	True	False	True
SOS	2	1	True	True	True	True	True	True	True	True	True	31841528	1	True	False	True
GRB2	1	1	True	True	True	True	True	True	True	True	True	31841528	1	True	True	True
PLCg	3	1	True	True	True	True	True	True	True	True	True	31841528	1	True	False	True
PI3K	3	4	True	True	False	True	True	True	True	False	False	31841528	77	False	False	False
