nodename	pmid	model	k	BF as int	UF	EUF	EUCF	UCF	EF	ECF	NCF	Chain	Chain_1	bias	Chain-U
v_cycE_CDK2	34257082	143	2	2	True	True	True	True	True	True	True	True	True	1	True
v_cycE_CDK2_T	34257082	143	2	7	True	True	True	True	True	True	True	False	True	3	True
v_cyclinD	34257082	143	2	7	True	True	True	True	True	True	True	False	True	3	True
v_cyclinD_2	34257082	143	2	1	True	True	True	True	True	True	True	True	False	1	True
v_mTORC1	34257082	143	3	200	True	True	True	True	True	True	True	False	False	3	False
v_mTORC2	34257082	143	2	4	True	True	True	True	True	True	True	True	True	1	True
v_mTORC2_pm	34257082	143	3	76	True	True	True	True	True	True	True	False	True	3	True
v_p21_T	34257082	143	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p21_T_2	34257082	143	2	1	True	True	True	True	True	True	True	True	False	1	True
v_p21_p27	34257082	143	3	64	True	True	True	True	True	True	True	False	True	1	True
v_p21_p27_T	34257082	143	6	3526583422087614544	True	True	True	True	True	True	False	False	False	21	False
v_pRb	34257082	143	4	49151	True	True	True	True	True	True	True	False	True	15	True
v_pRb_2	34257082	143	5	62967	True	True	True	True	True	True	True	False	False	13	False
v_Acc1__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_CKII_P__Gal83_CKIISite	28725459	144	7	1172526076177	True	True	True	True	True	True	True	False	False	7	False
v_CSRETranscription	28725459	144	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Cat8_BIND_CSRE	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Cat8_S562__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Cat8__CSRE	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Ctk1__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Ctk1_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Cyc8__Mig1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Cyc8_ppi_Mig1	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Elm1_P__Snf1_T210	28725459	144	4	1024	True	True	True	True	True	True	True	False	False	1	False
v_GATATranscription	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Gal83_CKIISite__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Gal83_Snf1Site__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Gal83__Sip4	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Gal83__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Gal83_ppi_Sip4	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Gal83_ppi_Snf1	28725459	144	5	4096	True	True	True	True	True	True	True	False	False	1	False
v_Gcn5_Ace__Histone3	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Gcn5__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Gcn5_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Glc7_P__Hxk2	28725459	144	4	1	True	True	True	True	True	True	True	True	False	1	True
v_Glc7_P__Msn2_PKASite	28725459	144	5	273	True	True	True	True	True	True	True	False	False	3	False
v_Glc7_P__Rod1	28725459	144	5	273	True	True	True	True	True	True	True	False	False	3	False
v_Glc7_P__Snf1_T210	28725459	144	9	26148205166024228645739296150752150445494736272257712128	True	True	True	True	True	True	True	False	False	3	False
v_Glc7__Reg1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Glc7__Reg2	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Glc7__Shp1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Glc7_ppi_Reg1	28725459	144	3	4	True	True	True	True	True	True	True	True	False	1	True
v_Glc7_ppi_Reg2	28725459	144	3	16	True	True	True	True	True	True	True	True	False	1	True
v_Glc7_ppi_Shp1	28725459	144	2	1	True	True	True	True	True	True	True	True	False	1	True
v_Gln3_BIND_GATASite	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Gln3__Cytoplasm_	28725459	144	3	59	True	True	True	True	True	True	True	False	True	5	True
v_Gln3__GATASite	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Gln3__Nucleus_	28725459	144	3	117	True	True	True	True	True	True	True	False	True	5	True
v_Gln3__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Gln3__Ure2	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Gln3_ppi_Ure2	28725459	144	3	16	True	True	True	True	True	True	True	True	False	1	True
v_Glucose__Cytoplasm_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Glucose__Extracellular_	28725459	144	2	4	True	True	True	True	True	True	True	True	True	1	True
v_Glucose__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Hcm1__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Histone3__Ace_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Histone3__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Hsf1__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Hxk2_P__Glucose	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Hxk2_S14__P_	28725459	144	3	127	True	True	True	True	True	True	True	False	True	7	True
v_Hxk2__Cytoplasm_	28725459	144	3	115	True	True	True	True	True	True	True	False	True	5	True
v_Hxk2__Mig1_S311	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Hxk2__Nucleus_	28725459	144	3	47	True	True	True	True	True	True	True	False	True	5	True
v_Hxk2__P_	28725459	144	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Hxk2_ppi_Mig1_S311	28725459	144	4	1	True	True	True	True	True	True	True	True	False	1	True
v_Hxt_FDExtCyt_Glucose	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Mig1Transcription	28725459	144	2	14	True	True	True	True	True	True	True	True	False	3	True
v_Mig1_BIND_Mig1Site	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Mig1__Cytoplasm_	28725459	144	3	115	True	True	True	True	True	True	True	False	True	5	True
v_Mig1__Mig1Site	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Mig1__Nucleus_	28725459	144	3	79	True	True	True	True	True	True	True	False	True	5	True
v_Mig1__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Mms21_SUM__Snf1	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Msn2_BIND_STRE	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Msn2_PKASite__P_	28725459	144	3	59	True	True	True	True	True	True	True	False	True	5	True
v_Msn2_S582__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Msn2__Cytoplasm_	28725459	144	3	115	True	True	True	True	True	True	True	False	True	5	True
v_Msn2__Nucleus_	28725459	144	3	59	True	True	True	True	True	True	True	False	True	5	True
v_Msn2__STRE	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NPC_NEXP_Gln3	28725459	144	4	1	True	True	True	True	True	True	True	True	False	1	True
v_NPC_NEXP_Hxk2	28725459	144	4	1	True	True	True	True	True	True	True	True	False	1	True
v_NPC_NEXP_Mig1	28725459	144	4	1	True	True	True	True	True	True	True	True	False	1	True
v_NPC_NEXP_Msn2	28725459	144	4	1	True	True	True	True	True	True	True	True	False	1	True
v_NPC_NEXP_Snf1	28725459	144	5	1024	True	True	True	True	True	True	True	False	False	1	False
v_NPC_NIMP_Gln3	28725459	144	5	32	True	True	True	True	True	True	True	False	False	1	False
v_NPC_NIMP_Hxk2	28725459	144	4	4	True	True	True	True	True	True	True	True	False	1	True
v_NPC_NIMP_Mig1	28725459	144	4	16	True	True	True	True	True	True	True	True	False	1	True
v_NPC_NIMP_Msn2	28725459	144	4	4	True	True	True	True	True	True	True	True	False	1	True
v_NPC_NIMP_Snf1	28725459	144	5	2	True	True	True	True	True	True	True	True	False	1	True
v_Nrg1Transcription	28725459	144	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Nrg1_BIND_Nrg1Site	28725459	144	3	2	True	True	True	True	True	True	True	True	False	1	True
v_Nrg1__Nrg1Site	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Nrg1__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Nrg1_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Nrg2Transcription	28725459	144	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Nrg2_BIND_Nrg2Site	28725459	144	3	2	True	True	True	True	True	True	True	True	False	1	True
v_Nrg2__Nrg2Site	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Nrg2__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Nrg2_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Pfk27__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Psk1__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Rds2Transcription	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Rds2_BIND_Rds2Site	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Rds2__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Rds2__Rds2Site	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Reg1__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Rod1Degradation	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Rod1_UbSite__Ub_	28725459	144	3	79	True	True	True	True	True	True	True	False	True	5	True
v_Rod1__P_	28725459	144	3	47	True	True	True	True	True	True	True	False	True	5	True
v_Rsp5_Ub__Rod1_UbSite	28725459	144	3	4	True	True	True	True	True	True	True	True	False	1	True
v_STRETranscription	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Sak1_PD_P__Snf1_T210	28725459	144	4	512	True	True	True	True	True	True	True	False	False	1	False
v_Sip1_Snf1Site__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Sip1__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Sip1_ppi_Snf1	28725459	144	5	16777216	True	True	True	True	True	True	True	False	False	1	False
v_Sip2_Snf1Site__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Sip2__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Sip2_ppi_Snf1	28725459	144	5	4096	True	True	True	True	True	True	True	False	False	1	False
v_Sip3__Snf1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Sip3_ppi_Snf1	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Sip4_BIND_CSRE	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Sip4__CSRE	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Sip4__P_	28725459	144	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Slx5_Ub__Snf1_UbSite	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1Degradation	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Snf1_ID__Snf4	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Snf1_ID_ppi_Snf4	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_P__Acc1	28725459	144	7	281547992268817	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Cat8_S562	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_P__Gal83_Snf1Site	28725459	144	7	17895697	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Gln3	28725459	144	8	281547992268817	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Hcm1	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_P__Histone3	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_P__Hsf1	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_P__Hxk2_S14	28725459	144	7	282578800148737	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Mig1	28725459	144	7	2	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_P__Msn2_S582	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_P__Pfk27	28725459	144	7	1172526076177	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Psk1	28725459	144	7	282578800148737	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Rds2	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_P__Reg1	28725459	144	7	281547992268817	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Rod1	28725459	144	7	1172526076177	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Sip1_Snf1Site	28725459	144	7	282578800148737	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Sip2_Snf1Site	28725459	144	7	17895697	True	True	True	True	True	True	True	False	False	7	False
v_Snf1_P__Sip4	28725459	144	7	1	True	True	True	True	True	True	True	True	False	1	True
v_Snf1_T210__P_	28725459	144	5	1069547519	True	True	True	True	True	True	True	False	True	29	True
v_Snf1_UbSite__Ub_	28725459	144	3	117	True	True	True	True	True	True	True	False	True	5	True
v_Snf1__Cytoplasm_	28725459	144	3	93	True	True	True	True	True	True	True	False	True	5	True
v_Snf1__Nucleus_	28725459	144	3	79	True	True	True	True	True	True	True	False	True	5	True
v_Snf1__SUMO_	28725459	144	3	59	True	True	True	True	True	True	True	False	True	5	True
v_Snf1__Std1	28725459	144	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Snf1_ppi_Std1	28725459	144	6	1	True	True	True	True	True	True	True	True	False	1	True
v_Tda1_P__Hxk2_S14	28725459	144	7	282578800148737	True	True	True	True	True	True	True	False	False	7	False
v_Tos3_P__Snf1_T210	28725459	144	4	1024	True	True	True	True	True	True	True	False	False	1	False
v_Tpk_P__Msn2_PKASite	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Ubp8_Ub__Snf1_UbSite	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_Ulp1_SUM__Snf1	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_UnknownProtease_Ub__Rod1_UbSite	28725459	144	3	1	True	True	True	True	True	True	True	True	False	1	True
v_UnknownRegulation	28725459	144	4	16384	True	True	True	True	True	True	True	False	True	1	True
v_AC	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ASK1	25980672	145	3	64	True	True	True	True	True	True	True	False	True	1	True
v_ASK1_m	25980672	145	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Akt	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Akt_m	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Bcl_2	25980672	145	8	14757815294952064122611988285421007863438546364415561478934241345365073723392	True	True	True	True	True	True	True	False	True	31	True
v_Bcl_2_m	25980672	145	10	21944497588278011487837279943925240336344047525453499881721485887290181405599098024403712790413491852804232221650374864539539135618956813665945810971818596980373719453384877274201837024251160076719025057940991149557109843671000007190798929715022221154310366998468315067603969641818177009225154869221392384	True	True	True	True	True	True	False	False	False	93	False
v_COX_2	25980672	145	4	10922	True	True	True	True	True	True	True	False	True	7	True
v_CREB	25980672	145	3	127	True	True	True	True	True	True	True	False	True	7	True
v_EGFR	25980672	145	2	4	True	True	True	True	True	True	True	True	True	1	True
v_EP4	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ERK	25980672	145	2	4	True	True	True	True	True	True	True	True	True	1	True
v_ERK_m	25980672	145	2	2	True	True	True	True	True	True	True	True	True	1	True
v_ETR	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ET_1	25980672	145	2	7	True	True	True	True	True	True	True	False	True	3	True
v_GSK3b	25980672	145	1	2	True	True	True	True	True	True	True	True	True	1	True
v_GSK3b_m	25980672	145	1	2	True	True	True	True	True	True	True	True	True	1	True
v_IL_1	25980672	145	2	4	True	True	True	True	True	True	True	True	True	1	True
v_JNK	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_JNK_m	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MC1R	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MDM2	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MDM2_m	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MEK	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MEK_m	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MITFmRNA	25980672	145	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MITFprotein	25980672	145	2	1	True	True	True	True	True	True	True	True	False	1	True
v_MKK4	25980672	145	2	2	True	True	True	True	True	True	True	True	True	1	True
v_MKK4_m	25980672	145	2	2	True	True	True	True	True	True	True	True	True	1	True
v_MKK6	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MKK6_m	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_MSK	25980672	145	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Melanin	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NFAT	25980672	145	1	2	True	True	True	True	True	True	True	True	True	1	True
v_P53	25980672	145	3	42	True	True	True	True	True	True	True	False	True	3	True
v_PDE	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PDK1	25980672	145	2	4	True	True	True	True	True	True	True	True	True	1	True
v_PDK1_m	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PGE2	25980672	145	2	7	True	True	True	True	True	True	True	False	True	3	True
v_PI3K	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PI3K_m	25980672	145	3	112	True	True	True	True	True	True	True	False	True	3	True
v_PKA	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PKC	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_PTEN	25980672	145	4	32960	True	True	True	True	True	True	True	False	True	3	True
v_RSK	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_RSK_m	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Raf	25980672	145	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Raf_m	25980672	145	2	7	True	True	True	True	True	True	True	False	True	3	True
v_Ras	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Ras_m	25980672	145	2	7	True	True	True	True	True	True	True	False	True	3	True
v_SCF	25980672	145	2	7	True	True	True	True	True	True	True	False	True	3	True
v_SG	25980672	145	2	2	True	True	True	True	True	True	True	True	True	1	True
v_SG_m	25980672	145	2	2	True	True	True	True	True	True	True	True	True	1	True
v_a_MSH	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_b_catenin	25980672	145	1	2	True	True	True	True	True	True	True	True	True	1	True
v_b_catenin_m	25980672	145	1	2	True	True	True	True	True	True	True	True	True	1	True
v_cAMP	25980672	145	3	42	True	True	True	True	True	True	True	False	True	3	True
v_c_Kit	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p38	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p38_m	25980672	145	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p53_m	25980672	145	3	32	True	True	True	True	True	True	True	False	True	1	True
v_AKT	35680961	199	4	63487	True	True	True	True	True	True	True	False	True	15	True
v_AXIN2_cyto	35680961	199	3	223	True	True	True	True	True	True	True	False	True	7	True
v_AXIN2_nuc	35680961	199	1	2	True	True	True	True	True	True	True	True	True	1	True
v_Bcatenin_memb	35680961	199	2	4	True	True	True	True	True	True	True	True	True	1	True
v_Bcatenin_nuc	35680961	199	9	13407807929942597099089465848675441533766682613268258861750374189896837451950976056347196920318020079400535174357713089109005944739013167700652020828471296	True	True	True	True	True	True	False	False	False	189	False
v_Dest_compl	35680961	199	4	1287	True	True	True	True	True	True	True	False	False	5	False
v_Ecadherin	35680961	199	8	340282366920938463444927863353763692542	True	True	True	True	True	True	True	False	False	125	False
v_Ecadherin_CTF	35680961	199	1	2	True	True	True	True	True	True	True	True	True	1	True
v_GLI_cyto	35680961	199	3	127	True	True	True	True	True	True	True	False	True	7	True
v_GLI_nuc	35680961	199	5	1376341	True	True	True	True	True	True	True	False	False	7	False
v_GSK3B_cyto	35680961	199	2	8	True	True	True	True	True	True	True	False	True	1	True
v_GSK3B_nuc	35680961	199	2	8	True	True	True	True	True	True	True	False	True	1	True
v_MEK	35680961	199	6	18399456277622161407	True	True	True	True	True	True	True	False	False	61	False
v_NOTCH	35680961	199	2	7	True	True	True	True	True	True	True	False	True	3	True
v_NOTCH_ic_cyto	35680961	199	1	1	True	True	True	True	True	True	True	True	True	1	True
v_NOTCH_ic_nuc	35680961	199	2	1	True	True	True	True	True	True	True	True	False	1	True
v_SMAD_cyto	35680961	199	3	21	True	True	True	True	True	True	True	False	False	3	False
v_SMAD_nuc	35680961	199	3	11	True	True	True	True	True	True	True	True	False	3	True
v_SNAI1_cyto	35680961	199	7	168817127558053128751825070728866168831	True	True	True	True	True	True	False	False	False	93	False
v_SNAI1_nuc	35680961	199	4	1036	True	True	True	True	True	True	True	False	False	3	False
v_SNAI2_cyto	35680961	199	5	2130771712	True	True	True	True	True	True	True	False	True	15	True
v_SNAI2_nuc	35680961	199	2	4	True	True	True	True	True	True	True	True	True	1	True
v_SOS_GRB2	35680961	199	3	76	True	True	True	True	True	True	True	False	True	3	True
v_TGFBR	35680961	199	3	127	True	True	True	True	True	True	True	False	True	7	True
v_TGFBR_icd	35680961	199	1	1	True	True	True	True	True	True	True	True	True	1	True
v_TWIST1_nuc	35680961	199	3	127	True	True	True	True	True	True	True	False	True	7	True
v_ZEB1_cyto	35680961	199	2	2	True	True	True	True	True	True	True	True	True	1	True
v_ZEB1_nuc	35680961	199	1	1	True	True	True	True	True	True	True	True	True	1	True
v_ZEB2	35680961	199	2	2	True	True	True	True	True	True	True	True	True	1	True
v_miR200	35680961	199	3	128	True	True	True	True	True	True	True	False	True	1	True
v_ATM	31545515	200	4	253	True	True	True	True	True	True	True	True	False	7	True
v_Apoptosis	31545515	200	1	1	True	True	True	True	True	True	True	True	True	1	True
v_BAX	31545515	200	2	2	True	True	True	True	True	True	True	True	True	1	True
v_BCL2	31545515	200	2	8	True	True	True	True	True	True	True	False	True	1	True
v_Caspase3	31545515	200	3	50	True	True	True	True	True	True	True	True	False	3	True
v_Cdc25A	31545515	200	3	234	True	True	True	True	True	True	True	False	False	5	False
v_E2F1	31545515	200	6	18101087528008548147	True	True	True	True	True	True	True	False	False	45	False
v_HDAC1	31545515	200	3	248	True	True	True	True	True	True	True	False	False	5	False
v_Mdm2	31545515	200	3	176	True	True	True	True	True	True	True	False	True	3	True
v_PUMA	31545515	200	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Proliferation	31545515	200	2	4	True	True	True	True	True	True	True	True	True	1	True
v_RB	31545515	200	2	8	True	True	True	True	True	True	True	False	True	1	True
v_SIPS	31545515	200	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Sirt_1	31545515	200	3	50	True	True	True	True	True	True	True	True	False	3	True
v_Wip1	31545515	200	1	1	True	True	True	True	True	True	True	True	True	1	True
v_c_Myc	31545515	200	5	3288386560	True	True	True	True	True	True	True	False	True	7	True
v_cdk2_CycE	31545515	200	4	4096	True	True	True	True	True	True	True	False	False	1	False
v_cdk46_CycD	31545515	200	3	64	True	True	True	True	True	True	True	False	True	1	True
v_miR_34a	31545515	200	1	1	True	True	True	True	True	True	True	True	True	1	True
v_p21	31545515	200	5	2004178261	True	True	True	True	True	True	True	False	False	19	False
v_p38MAPK	31545515	200	2	2	True	True	True	True	True	True	True	True	True	1	True
v_p53	31545515	200	3	79	True	True	True	True	True	True	True	False	True	5	True
v_p53_A	31545515	200	4	45056	True	True	True	True	True	True	True	False	True	3	True
v_p53_INP1	31545515	200	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p53_K	31545515	200	4	2568	True	True	True	True	True	True	True	False	False	3	False
v_AKT	35327612	201	2	4	True	True	True	True	True	True	True	True	True	1	True
v_ANRIL	35327612	201	2	7	True	True	True	True	True	True	True	False	True	3	True
v_ATM	35327612	201	4	21589	True	True	True	True	True	True	True	True	False	7	True
v_Apoptosis	35327612	201	1	1	True	True	True	True	True	True	True	True	True	1	True
v_BAX	35327612	201	2	8	True	True	True	True	True	True	True	False	True	1	True
v_BCL2	35327612	201	3	128	True	True	True	True	True	True	True	False	True	1	True
v_CDK2_CycE	35327612	201	4	512	True	True	True	True	True	True	True	False	False	1	False
v_CDK46_CycD	35327612	201	3	32	True	True	True	True	True	True	True	False	True	1	True
v_Caspase3	35327612	201	3	50	True	True	True	True	True	True	True	True	False	3	True
v_Cdc25A	35327612	201	3	234	True	True	True	True	True	True	True	False	False	5	False
v_E2F1	35327612	201	6	16212924573153227007	True	True	True	True	True	True	True	False	False	45	False
v_EZH2	35327612	201	5	256	True	True	True	True	True	True	True	True	False	1	True
v_HDAC1	35327612	201	3	234	True	True	True	True	True	True	True	False	False	5	False
v_KLF2	35327612	201	2	8	True	True	True	True	True	True	True	False	True	1	True
v_Mdm2	35327612	201	3	176	True	True	True	True	True	True	True	False	True	3	True
v_Myc	35327612	201	5	3288386560	True	True	True	True	True	True	True	False	True	7	True
v_PTEN	35327612	201	2	4	True	True	True	True	True	True	True	True	True	1	True
v_PUMA	35327612	201	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Proliferation	35327612	201	2	2	True	True	True	True	True	True	True	True	True	1	True
v_RB	35327612	201	2	8	True	True	True	True	True	True	True	False	True	1	True
v_Senescence	35327612	201	2	2	True	True	True	True	True	True	True	True	True	1	True
v_Sirt_1	35327612	201	3	50	True	True	True	True	True	True	True	True	False	3	True
v_UFC1	35327612	201	1	1	True	True	True	True	True	True	True	True	True	1	True
v_Wip1	35327612	201	1	1	True	True	True	True	True	True	True	True	True	1	True
v_miR_34a	35327612	201	5	1086324736	True	True	True	True	True	True	True	False	True	3	True
v_p21	35327612	201	8	38653902185178306773070327189586409343596474373246874486479086067745740379477	True	True	True	True	True	True	True	False	False	129	False
v_p38MAPK	35327612	201	2	2	True	True	True	True	True	True	True	True	True	1	True
v_p53	35327612	201	4	2303	True	True	True	True	True	True	True	False	True	9	True
v_p53_A	35327612	201	4	34824	True	True	True	True	True	True	True	False	True	3	True
v_p53_INP1	35327612	201	2	7	True	True	True	True	True	True	True	False	True	3	True
v_p53_K	35327612	201	4	224	True	True	True	True	True	True	True	False	False	3	False
v_ATM	35453680	202	4	21589	True	True	True	True	True	True	True	True	False	7	True
v_Apoptosis	35453680	202	1	1	True	True	True	True	True	True	True	True	True	1	True
v_BAX	35453680	202	2	4	True	True	True	True	True	True	True	True	True	1	True
v_BCL2	35453680	202	4	32768	True	True	True	True	True	True	True	False	True	1	True
v_BMI1	35453680	202	3	42	True	True	True	True	True	True	True	False	True	3	True
v_CDK2_CycE	35453680	202	6	32768	True	True	True	True	True	True	True	False	False	1	False
v_CDK46_CycD	35453680	202	5	32768	True	True	True	True	True	True	True	False	True	1	True
